将	將	jiàng	Will	将: will  / shall  / to use  / to take  / to checkmate  / just a short while ago  / (introduces object of main verb, used in the same way as 把); general  / commander-in-chief (military)  / king (chess piece)  / to command  / to lead; to desire  / to invite  / to request; to serve as an official  / an official  / the two chess pieces in Chinese chess guarding the "general" or "king" 將｜将	HSK3 missing words
车	車	chē	car	车: surname Che; car  / vehicle  / CL: 輛｜辆 / machine  / to shape with a lathe  / Kangxi radical 159; war chariot (archaic)  / rook (in Chinese chess)  / rook (in chess)	HSK3 missing words
时	時	shí	Time	时: old variant of 時｜时; surname Shi; o'clock  / time  / when  / hour  / season  / period	HSK3 missing words
呃	呃	è	Uh	呃: (exclamation)  / to hiccup; old variant of 呃	HSK3 missing words
一点	一點	yīdiǎn	a little	一点: a bit  / a little  / one dot  / one point; erhua variant of 一點｜一点	HSK3 missing words
起	起	qǐ	rise	起: case  / instance  / CL: 宗, 樁｜桩, 起; accident  / CL: 樁｜桩, 起, 次; to rise  / to raise  / to get up  / to set out  / to start  / to appear  / to launch  / to initiate (action)  / to draft  / to establish  / to get (from a depot or counter)  / verb suffix, to start  / starting from (a time, place, price etc)  / classifier for occurrences or unpredictable events: case, instance  / classifier for groups: batch, group; massacre  / tragedy  / CL: 起	HSK3 missing words
并	並	bìng	and	并: variant of 併｜并; variant of 並｜并 / variant of 併｜并; and  / furthermore  / also  / together with  / (not) at all  / simultaneously  / to combine  / to join  / to merge; to combine  / to amalgamate; short name for Taiyuan 太原; variant of 並｜并	HSK3 missing words
电话	電話	diànhuà	Telephone	电话: telephone  / CL: 部 / phone call  / CL: 通 / phone number	HSK3 missing words
那样	那樣	nàyàng	That way	那样: that kind  / that sort	HSK3 missing words
那里	那裡	nàli	There	那里: there  / that place  / also written 那裡｜那里; there  / that place	HSK3 missing words
种	種	zhǒng	kind	种: medicine  / drug  / substance used for a specific purpose (e.g. poisoning, explosion, fermenting)  / CL: 種｜种, 服, 味 / to poison; culture  / civilization  / cultural  / CL: 個｜个, 種｜种; seed  / species  / kind  / type  / classifier for types, kinds, sorts; to plant  / to grow  / to cultivate; technology  / technique  / skill  / CL: 門｜门, 種｜种, 項｜项; plant  / vegetation  / CL: 種｜种; circumstances  / state of affairs  / situation  / CL: 個｜个, 種｜种; to protect  / to defend  / to safeguard  / protection  / CL: 種｜种; language  / CL: 門｜门, 種｜种; science  / scientific knowledge  / scientific  / rational  / CL: 門｜门, 個｜个, 種｜种; material  / data  / makings  / stuff  / CL: 個｜个, 種｜种; climate  / atmosphere  / situation  / CL: 種｜种; emotion  / sentiment  / affection  / feelings between two persons  / CL: 個｜个,  種｜种; food  / CL: 種｜种; reform  / CL: 次, 種｜种, 項｜项 / to reform; virtue  / morality  / ethics  / CL: 種｜种; metal  / CL: 種｜种; nutrition  / nourishment  / CL: 種｜种; to enjoy  / to live it up  / pleasure  / CL: 種｜种; art  / fine arts  / painting  / CL: 種｜种; phenomenon  / CL: 個｜个, 種｜种 / appearance; literature  / CL: 種｜种; abstract  / abstraction  / CL: 種｜种; mood  / state of mind  / moodiness  / CL: 種｜种; vegetables  / CL: 種｜种; foodstuff  / cereals  / CL: 種｜种; background  / backdrop  / context  / (fig.) powerful backer  / CL: 種 ｜种; military skill or technique (in former times)  / all kinds of martial art sports (some claiming spiritual development)  / self-defense  / tradition of choreographed fights from opera and film (recent usage)  / also called kungfu 功夫 / CL: 種｜种; weapon  / arms  / CL: 種｜种; fiber  / CL: 種｜种; pattern  / style  / design  / CL: 種｜种; to attempt  / to try  / attempt  / CL: 種｜种; farm crop  / CL: 種｜种; dialect  / language  / spoken words  / speech  / talk  / words  / conversation  / what sb said  / CL: 種｜种, 席, 句, 口, 番; plastics  / CL: 種｜种; foodstuff  / food  / provisions  / CL: 種｜种; color  / CL: 種｜种 / look  / appearance  / sex; color  / multi-colored  / CL: 種｜种; traditional Chinese medicine  / CL: 服, 種｜种; non-staple food  / CL: 種｜种	HSK3 missing words
之前	之前	zhīqián	Before	之前: before  / prior to  / ago  / previously  / beforehand	HSK3 missing words
伙计	伙計	huǒji	Gang	伙计: partner  / fellow  / mate  / waiter  / servant  / shop assistant; variant of 伙計｜伙计	HSK3 missing words
手	手	shǒu	hand	手: hand  / (formal) to hold  / person engaged in certain types of work  / person skilled in certain types of work  / personal(ly)  / convenient  / classifier for skill  / CL: 雙｜双, 隻｜只; variant of 手 in 扒手	HSK3 missing words
上帝	上帝	shàngdì	God	上帝: God; Jehovah (biblical name for God, Hebrew: YHWH)  / compare Yahweh 雅威 and God 上帝	HSK3 missing words
女人	女人	nǚrén	woman	女人: woman; wife	HSK3 missing words
今晚	今晚	jīnwǎn	tonight	今晚: tonight	HSK3 missing words
哪里	哪裡	nǎlǐ	where	哪里: where?  / somewhere  / anywhere  / wherever  / nowhere (negative answer to question)  / humble expression denying compliment  / also written 哪裡｜哪里; where?  / somewhere  / anywhere  / wherever  / nowhere (negative answer to question)  / humble expression denying compliment	HSK3 missing words
算	算	suàn	Calculate	算: to regard as  / to figure  / to calculate  / to compute; variant of 算, to calculate	HSK3 missing words
女孩	女孩	nǚhái	girl	女孩: girl  / lass; erhua variant of 女孩	HSK3 missing words
成	成	chéng	to make	成: surname Cheng; to succeed  / to finish  / to complete  / to accomplish  / to become  / to turn into  / to be all right  / OK!  / one tenth	HSK3 missing words
跑	跑	pǎo	run	跑: (of an animal) to paw (the ground); to run  / to run away  / to escape  / to run around (on errands etc)  / (of a gas or liquid) to leak or evaporate  / (verb complement) away  / off	HSK3 missing words
早	早	zǎo	morning	早: early  / morning  / Good morning!  / long ago  / prematurely	HSK3 missing words
美国	美國	měiguó	U.S.	美国: (bound form) the Americas (abbr. for 美洲)  / (bound form) USA (abbr. for 美國｜美国); United States  / USA  / US	HSK3 missing words
男人	男人	nánrén	man	男人: a man  / a male  / men  / CL: 個｜个	HSK4 missing words
头	頭	tóu	head	头: perspiration  / sweat  / CL: 滴, 頭｜头, 身 / to be speechless (out of helplessness, embarrassment etc) (Internet slang used as an interjection); hog  / pig  / swine  / CL: 口, 頭｜头; lion  / CL: 隻｜只, 頭｜头; head  / hair style  / the top  / end  / beginning or end  / a stub  / remnant  / chief  / boss  / side  / aspect  / first  / leading  / classifier for pigs or livestock  / CL: 個｜个; suffix for nouns; ox  / cow  / bull  / CL: 條｜条, 頭｜头 / newton (abbr. for 牛頓｜牛顿)  / (slang) awesome; dinosaur; CL:頭｜头 / (old) (slang) ugly person; sheep  / goat  / CL: 頭｜头, 隻｜只; donkey  / CL: 頭｜头; wild boar (Sus scrofa)  / CL: 頭｜头; leopard  / CL: 頭｜头; garlic  / CL: 頭｜头, 瓣; donkey  / CL: 頭｜头; mule  / CL: 匹, 頭｜头; garlic  / CL: 瓣, 頭｜头; mule  / CL: 匹, 頭｜头	HSK4 missing words
活	活	huó	live	活: to live  / alive  / living  / work  / workmanship	HSK4 missing words
之后	之後	zhīhòu	after	之后: afterwards  / following  / later  / after	HSK4 missing words
求	求	qiú	beg	求: to seek  / to look for  / to request  / to demand  / to beseech; archaic variant of 求	HSK4 missing words
变	變	biàn	Change	变: to change  / to become different  / to transform  / to vary  / rebellion; Japanese variant of 變｜变	HSK4 missing words
那儿	那兒	nàr	there	那儿: there	HSK4 missing words
里面	裡面	lǐmiàn	in	里面: inside  / interior  / also pr. [li3 mian5]	HSK4 missing words
名	名	míng	name	名: doctor  / CL: 個｜个, 位, 名; manager  / director  / CL: 個｜个, 位, 名; (college, university) president  / headmaster  / CL: 個｜个, 位, 名; to translate  / to interpret  / translator  / interpreter  / translation  / interpretation  / CL: 個｜个, 位, 名; actor or actress  / performer  / CL: 個｜个, 位, 名; master  / qualified worker  / respectful form of address for older men  / CL: 個｜个, 位, 名; representative  / delegate  / CL: 位, 個｜个, 名 / to represent  / to stand for  / on behalf of  / in the name of; engineer  / CL: 個｜个, 位, 名; worker  / CL: 個｜个, 名; instructor  / sports coach  / trainer  / CL: 個｜个, 位, 名; president (of a country)  / CL: 個｜个, 位, 名, 屆｜届; premier  / prime minister  / CL: 個｜个, 位, 名; leader  / CL: 個｜个, 位, 名; judgment  / to referee  / umpire  / judge  / referee  / CL: 個｜个, 位, 名; name  / noun (part of speech)  / place (e.g. among winners)  / famous  / classifier for people; party member  / CL: 名, 位, 個｜个; head of a (government etc) department  / section chief  / section head  / secretary  / minister  / CL: 個｜个, 位, 名; athlete  / CL: 名, 個｜个; artist  / CL: 個｜个, 位, 名; candidate  / CL: 名; overseas Chinese  / (in a restricted sense) Chinese emigrant who still retains Chinese nationality  / CL: 個｜个, 位, 名; primary school student  / schoolchild  / CL: 個｜个, 名 / (fig.) beginner; ambassador  / envoy  / CL: 名, 位; welder  / solderer  / CL: 名 / welding; palace maid  / CL: 個｜个, 名, 位; competitor  / CL: 名; stepdaughter  / CL: 個｜个, 名; statesman  / politician  / CL: 個｜个, 位, 名; volunteer soldier  / CL:  名	HSK4 missing words
怎样	怎樣	zěnyàng	how	怎样: how  / what kind	HSK4 missing words
周	週	zhōu	week	周: surname Zhou  / Zhou Dynasty (1046-256 BC); to make a circuit  / to circle  / circle  / circumference  / lap  / cycle  / complete  / all  / all over  / thorough  / to help financially; week  / weekly  / variant of 周; Jizi, legendary sage from end of Shang dynasty (c. 1100 BC), said to have opposed the tyrant Zhou 紂｜纣, then ruled ancient Korea in the Zhou 周 dynasty	HSK4 missing words
另	另	lìng	Other	另: other  / another  / separate  / separately	HSK4 missing words
心	心	xīn	Heart	心: heart  / mind  / intention  / center  / core  / CL: 顆｜颗, 個｜个; the six spirits that rule the vital organs (heart 心, lungs 肺, liver 肝, kidneys 腎｜肾, spleen 脾 and gall bladder  膽｜胆); five viscera of TCM, namely: heart 心, liver 肝, spleen 脾, lungs 肺 and kidneys 腎｜ 肾; Kangxi radical 61 (心) as a vertical side element	HSK4 missing words
定	定	dìng	Certainly	定: to set  / to fix  / to determine  / to decide  / to order; "roof" radical (Kangxi radical 40), occurring in 家, 定, 安 etc, referred to as 寶蓋｜宝盖	HSK4 missing words
于	於	yú	At	于: surname Yu; to go  / to take  / sentence-final interrogative particle  / variant of 於｜于; in  / at  / to  / from  / by  / than  / out of; (usually followed by 於｜于) to hinge on  / to be decided by  / to depend on; (classical particle similar to 於｜于) in  / at  / from  / because  / than  / (classical final particle similar to 嗎｜吗, 吧, 呢, expressing question, doubt or astonishment); archaic variant of 于; obsession  / CL: 股 / (when followed by 於｜于) to be obsessive (about)	HSK4 missing words
管	管	guǎn	Tube	管: toothpaste  / CL: 管; variant of 管; surname Guan; to take care (of)  / to control  / to manage  / to be in charge of  / to look after  / to run  / to care about  / tube  / pipe  / woodwind  / classifier for tube-shaped objects  / particle similar to 把 in 管...叫 constructions  / writing brush  / (coll.) to  / towards; writing brush  / CL: 枝, 管; bamboo flute  / CL: 管	HSK4 missing words
跳	跳	tiào	Jump	跳: to jump  / to hop  / to skip over  / to bounce  / to palpitate	HSK4 missing words
动	動	dòng	verb: move	动: (of sth) to move  / to set in movement  / to displace  / to touch  / to make use of  / to stir (emotions)  / to alter  / abbr. for 動詞｜动词, verb	HSK4 missing words
如此	如此	rúcǐ	in this way	如此: in this way  / so	HSK4 missing words
队	隊	duì	team	队: squadron  / team  / group  / CL: 個｜个; bee colony  / swarm  / CL: 隊｜队	HSK4 missing words
无法	無法	wúfǎ	Unable to	无法: unable  / incapable	HSK4 missing words
房子	房子	fángzi	house	房子: house  / building (single- or two-story)  / apartment  / room  / CL: 棟｜栋, 幢, 座, 套, 間｜间; (Internet slang) the three 子's that symbolize success in life: a house, a car and a wife (房子, 車子｜车子 and 妻子)  / (archaic) cautious  / cowardly	HSK4 missing words
听说	聽說	tīngshuō	It is said that	听说: to hear (sth said)  / one hears (that)  / hearsay  / listening and speaking	HSK4 missing words
睡	睡	shuì	sleep	睡: to sleep  / to lie down; to sleep (Cantonese)  / Mandarin equivalent: 睡	HSK4 missing words
人们	人們	rénmen	people	人们: people	HSK4 missing words
晚	晚	wǎn	Night	晚: evening  / night  / late; variant of 晚	HSK4 missing words
闭	閉	bì	close	闭: to close  / to stop up  / to shut  / to obstruct; old variant of 閉｜闭	HSK4 missing words
受	受	shòu	by	受: to receive  / to accept  / to suffer  / subjected to  / to bear  / to stand  / pleasant  / (passive marker)	HSK4 missing words
全	全	quán	Complete	全: surname Quan; all  / whole  / entire  / every  / complete	HSK4 missing words
此	此	cǐ	this	此: this  / these	HSK4 missing words
混蛋	混蛋	húndàn	asshole	混蛋: scoundrel  / bastard  / hoodlum  / wretch; variant of 混蛋	HSK4 missing words
杯	杯	bēi	cup	杯: tea  / tea plant  / CL: 杯, 壺｜壶; cow's milk  / CL: 瓶, 杯; coffee (loanword)  / CL: 杯; beer (loanword)  / CL: 杯, 瓶, 罐, 桶, 缸; mineral water  / CL: 瓶, 杯; wine (esp. rice wine)  / liquor  / spirits  / alcoholic beverage  / CL: 杯, 瓶, 罐, 桶, 缸; cup  / trophy cup  / classifier for certain containers of liquids: glass, cup; variant of 杯; variant of 杯 / trophy cup  / classifier for certain containers of liquids: glass, cup; black tea  / CL: 杯, 壺｜壶; scented tea  / CL: 杯, 壺｜壶; orange juice  / CL: 瓶, 杯, 罐, 盒; variant of 杯; orange juice  / CL: 瓶, 杯, 罐, 盒 / see also 橙汁; maotai (a Chinese liquor)  / CL: 杯, 瓶; orange juice  / CL: 瓶, 杯, 罐, 盒 / see also 橙汁; orangeade  / orange squash  / CL: 瓶, 杯, 罐, 盒; champagne (loanword)  / CL: 瓶, 杯	HSK4 missing words
信	信	xìn	letter	信: letter  / mail  / CL: 封 / to trust  / to believe  / to profess faith in  / truthful  / confidence  / trust  / at will  / at random; five constant virtues of Confucianism, namely: benevolence 仁, righteousness 義｜义, propriety 禮｜礼, wisdom 智 and fidelity 信 / five cardinal relationships of Confucianism (between ruler and subject, father and son, husband and wife, brothers, friends)  / five phases of Chinese philosophy: water 水, fire 火, wood 木, metal 金, earth 土; three principles and five virtues (idiom)  / the three rules (ruler guides subject, father guides son and husband guides wife) and five constant virtues of Confucianism (benevolence 仁, righteousness 義｜义, propriety 禮｜礼, wisdom 智 and fidelity 信); variant of 信 (originally meant as part of the second round of simplified Chinese characters); old variant of 信; four Confucian injunctions 孝悌忠信 (for men), namely: piety 孝 to one's parents, respect 悌 to one's older brother, loyalty 忠 to one's monarch, faith 信 to one's male friends  / the four Confucian virtues for women of morality 德, physical charm 容, propriety in speech 言 and efficiency in needlework 功	HSK4 missing words
舞	舞	wǔ	dance	舞: to dance  / to wield  / to brandish	HSK4 missing words
看来	看來	kànlai	Seem	看来: apparently  / it seems that	HSK4 missing words
美	美	měi	nice	美: (bound form) the Americas (abbr. for 美洲)  / (bound form) USA (abbr. for 美國｜美国); beautiful  / very satisfactory  / good  / to beautify  / to be pleased with oneself	HSK4 missing words
球	球	qiú	ball	球: ball  / sphere  / globe  / CL: 個｜个 / ball game  / match  / CL: 場｜场	HSK4 missing words
查	查	chá	check	查: surname Zha; to research  / to check  / to investigate  / to examine  / to refer to  / to look up (e.g. a word in a dictionary); variant of 楂; Japanese variant of 查	HSK4 missing words
忘	忘	wàng	forget	忘: to forget  / to overlook  / to neglect	HSK4 missing words
或	或	huò	or	或: maybe  / perhaps  / might  / possibly  / or	HSK4 missing words
第	第	dì	First	第: (prefix indicating ordinal number, e.g. first, number two etc)  / order  / (old) rank in the imperial examinations  / mansion  / (literary) but  / just	HSK4 missing words
长官	長官	zhǎngguān	Chief	长官: senior official  / senior officer  / commanding officer  / CL: 位 / sir (term of address for senior officer)	HSK4 missing words
员	員	yuán	member	员: person  / employee  / member; old variant of 員｜员	HSK4 missing words
喔	喔	ō	Oh	喔: I see  / oh; (particle) marker of surprise, sudden realization, reminder	HSK4 missing words
已	已	yǐ	already	已: already  / to stop  / then  / afterwards	HSK4 missing words
选	選	xuǎn	select	选: to choose  / to pick  / to select  / to elect	HSK4 missing words
疯	瘋	fēng	Crazy	疯: insane  / mad  / wild	HSK4 missing words
床	床	chuáng	floor	床: quilt  / CL: 床; bed sheet  / CL: 條｜条, 件, 張｜张, 床; bed  / couch  / classifier for beds  / CL: 張｜张; variant of 床; blanket  / CL: 條｜条, 張｜张, 床, 面; (bed) sheet  / envelope for a padded coverlet  / CL: 床; cotton-padded mattress  / CL: 床	HSK4 missing words
令	令	lìng	make	令: used in 脊令 / used in 令狐 (Taiwan pr. [ling4]); classifier for a ream of paper; to order  / to command  / an order  / warrant  / writ  / to cause  / to make sth happen  / virtuous  / honorific title  / season  / government position (old)  / type of short song or poem	HSK4 missing words
案子	案子	ànzi	case	案子: long table  / counter  / case  / law case  / legal case  / judicial case	HSK4 missing words
酒	酒	jiǔ	liquor	酒: wine (esp. rice wine)  / liquor  / spirits  / alcoholic beverage  / CL: 杯, 瓶, 罐, 桶, 缸	HSK4 missing words
歌	歌	gē	Song	歌: song  / CL: 支, 首 / to sing; variant of 歌	HSK4 missing words
唱	唱	chàng	Sing	唱: to sing  / to call loudly  / to chant; (old) variant of 唱 / to sing	HSK4 missing words
之间	之間	zhījiān	between	之间: between  / among  / inter-	HSK4 missing words
学	學	xué	study	学: to learn  / to study  / to imitate  / science  / -ology; variant of 學｜学	HSK4 missing words
探	探	tàn	Explore	探: to explore  / to search out  / to scout  / to visit  / to stretch forward	HSK4 missing words
待	待	dài	treat	待: to stay; to wait  / to treat  / to deal with  / to need  / going to (do sth)  / about to  / intending to	HSK4 missing words
变成	變成	biànchéng	become	变成: to change into  / to turn into  / to become	HSK4 missing words
句	句	jù	sentence	句: Chinese set expression, typically of 4 characters, often alluding to a story or historical quotation  / idiom  / proverb  / saying  / adage  / CL: 條｜条, 本, 句; dialect  / language  / spoken words  / speech  / talk  / words  / conversation  / what sb said  / CL: 種｜种, 席, 句, 口, 番; variant of 勾; sentence  / clause  / phrase  / classifier for phrases or lines of verse	HSK4 missing words
生	生	shēng	pregnancy	生: to be born  / to give birth  / life  / to grow  / raw  / uncooked  / student	HSK4 missing words
极了	極了	jíle	Extremely	极了: extremely  / exceedingly	HSK4 missing words
如	如	rú	like	如: as  / as if  / such as	HSK4 missing words
处	處	chù	Place	处: airport  / airfield  / (slang) service provider for Shadowsocks or similar software for circumventing Internet censorship  / CL: 家, 處 ｜处; area  / place  / space  / room  / territory  / CL: 處｜处, 個｜个, 塊｜块; toilet  / lavatory  / CL: 間｜间, 處｜处; to reside  / to live  / to dwell  / to be in  / to be situated at  / to stay  / to get along with  / to be in a position of  / to deal with  / to discipline  / to punish; place  / location  / spot  / point  / office  / department  / bureau  / respect  / classifier for locations or items of damage: spot, point; rail station  / bus stop  / CL: 處｜处, 個｜个; stadium  / sports ground  / court  / pitch  / field  / golf course  / CL: 個 ｜个, 處｜处; a place famous for its scenery or historical relics  / scenic spot  / CL: 處｜处; habitation  / dwelling place  / residence  / CL: 處｜处; assembly hall  / auditorium  / CL: 座, 處｜处; airport  / (slang) flat chest  / CL: 處｜处; old variant of 處｜处; a slip of a pen  / CL: 處｜处; polling station  / CL: 處｜处; activity center  / CL: 處｜处; performance place  / CL: 處｜处	HSK4 missing words
看上去	看上去	kànshangqu	Look	看上去: it would appear  / it seems (that)	HSK4 missing words
间	間	jiān	between	间: classroom  / CL: 間｜间; room  / CL: 間｜间, 個｜个; office  / business premises  / bureau  / CL: 間｜间; kitchen  / CL: 間｜间; toilet  / lavatory  / CL: 間｜间, 處｜处; dining hall  / dining room  / restaurant  / CL: 間｜间, 家; drawing room (room for arriving guests)  / living room  / CL: 間｜间; bathroom  / toilet  / WC  / CL: 間｜间; bedroom  / CL: 間｜间; dormitory  / dorm room  / living quarters  / hostel  / CL: 間｜间; house  / room  / CL: 間｜间; house  / room  / CL: 間｜间, 個｜个; between  / among  / within a definite time or space  / room  / section of a room or lateral space between two pairs of pillars  / classifier for rooms; gap  / to separate  / to thin out (seedlings)  / to sow discontent; house  / room  / CL: 間｜间 / branch of an extended family  / classifier for family members (or concubines); bedroom  / dormitory  / CL: 間｜间; classroom  / CL: 間｜间; laboratory  / CL: 間｜间; (main) hall  / large room for a specific purpose  / CL: 間｜间 / relationship between cousins etc on the paternal side of a family  / of the same clan  / classifier for classes, lectures etc  / classifier for sets of furniture; study (room)  / studio  / CL: 間｜间; lecture hall  / CL: 家, 間｜间; church  / chapel  / CL: 間｜间; shop front  / facade  / CL: 間｜间 / prestige; dining hall; cafeteria  / CL: 個｜个, 間｜间; ward (of a hospital)  / sickroom  / CL: 間｜间; house  / building (single- or two-story)  / apartment  / room  / CL: 棟｜栋, 幢, 座, 套, 間｜间; reading room  / CL: 間｜间; hair salon  / hairdresser's shop  / CL: 家, 間｜间; bathroom (room used for bathing)  / CL: 間｜间; storeroom  / CL: 間｜间; pawn shop  / CL: 家, 間｜间; dance hall  / ballroom  / CL: 間｜间; variant of 間｜间; variant of 間｜间; shack  / shed  / CL: 間｜间; bathroom  / restroom  / shower room  / CL: 間｜间; lobby  / foyer  / CL: 間｜间; kitchen (dialect)  / CL: 間｜间; infirmary  / ward  / sickroom  / CL: 間｜间; toilet  / washroom  / bathroom  / lavatory  / CL: 間｜间	HSK4 missing words
糟	糟	zāo	Bad	糟: dregs  / draff  / pickled in wine  / rotten  / messy  / ruined	HSK4 missing words
进入	進入	jìnrù	Enter	进入: to enter  / to join  / to go into	HSK4 missing words
能够	能夠	nénggòu	were able	能够: to be capable of  / to be able to  / can; able to do sth  / in a position to do sth  / same as 能夠｜能够	HSK5 missing words
部	部	bù	department	部: book  / letter  / document  / CL: 本, 冊｜册, 部 / to write; movie  / film  / CL: 部, 片, 幕, 場｜场; cell phone  / mobile phone  / CL: 部, 支; elevator  / escalator  / CL: 臺｜台, 部; dictionary  / also written 辭典｜辞典 / CL: 部, 本; camera  / CL: 個｜个, 架, 部, 台, 隻｜只; novel  / fiction  / CL: 本, 部; machine  / CL: 臺｜台, 部, 個｜个; work (of art)  / opus  / CL: 部, 篇; motorbike  / motorcycle (loanword)  / CL: 輛｜辆, 部; to write  / literary work  / book  / article  / writings  / CL: 部; biography  / CL: 篇, 部; constitution (of a country)  / CL: 部; ministry  / department  / section  / part  / division  / troops  / board  / classifier for works of literature, films, machines etc; telephone  / CL: 部 / phone call  / CL: 通 / phone number; collection of pictures  / atlas  / CL: 本, 部; books (in a library or bookstore)  / CL: 本, 冊｜册, 部; TV series  / TV drama  / CL: 部; newsreel  / documentary (film or TV program)  / CL: 部; film  / movie  / CL: 部; comedy  / CL: 部, 齣｜出; action movie  / CL: 部; enclosed carriage for carrying passengers  / motor carriage  / car or bus  / limousine  / CL: 部, 輛｜辆; Holy Bible  / the Confucian classics  / CL: 本, 部; binoculars  / telescope  / CL: 付, 副, 部; dictionary  / also written 詞典｜词典 / CL: 本, 部; stage play  / modern drama  / CL: 臺｜台, 部; horror movie  / CL: 部; notebook (computer)  / CL: 臺｜台, 部; comedy film  / comedy  / CL: 部; art film  / art house film  / CL: 部; public phone  / CL: 部; pooh  / pah  / bah  / (today used as a phonetic component in 部, 倍, 培, 剖 etc); stamp album  / CL: 本, 冊｜册, 部; mini laptop or notebook (computer)  / netbook  / CL: 臺｜台, 部; (fig.) history full of suffering  / heart-rending story  / CL: 部; video camera  / CL: 部; laptop  / notebook (computer)  / CL: 臺｜台, 部	HSK5 missing words
昨晚	昨晚	zuówǎn	last night	昨晚: yesterday evening  / last night	HSK5 missing words
同	同	tóng	same	同: like  / same  / similar  / together  / alike  / with; see 衚衕｜胡同; variant of 同 (used as a surname and in given names); radical in Chinese characters (Kangxi radical 13), occurring in 用, 同, 網｜网 etc, referred to as 同字框	HSK5 missing words
斯	斯	sī	San	斯: Slovakia  / Slovak  / abbr. for 斯洛伐克; (phonetic)  / this	HSK5 missing words
办	辦	bàn	manage	办: to do  / to manage  / to handle  / to go about  / to run  / to set up  / to deal with	HSK5 missing words
加	加	jiā	add	加: abbr. for Canada 加拿大 / surname Jia; to add  / plus  / (used after an adverb such as 不, 大, 稍 etc, and before a disyllabic verb, to indicate that the action of the verb is applied to sth or sb previously mentioned)  / to apply (restrictions etc) to (sb)  / to give (support, consideration etc) to (sth)	HSK5 missing words
父母	父母	fùmǔ	parents	父母: father and mother  / parents	HSK5 missing words
曾	曾	zēng	Once	曾: surname Zeng; once  / already  / ever (in the past)  / former  / previously  / (past tense marker used before verb or clause); great- (grandfather, grandchild etc); Japanese variant of 曾	HSK5 missing words
象	象	xiàng	elephant	象: elephant  / CL: 隻｜只 / shape  / form  / appearance  / to imitate	HSK5 missing words
